title,company,location,salary,experience,link,description,skills,location,salary,experience,link,description,skills
Data Analyst,Credgenics,New Delhi,Not disclosed,1-2 Yrs,https://www.naukri.com/job-listings-data-analyst-credgenics-new-delhi-1-to-2-years-141022012859,Candidate with minimum 1-2 years of prior work experience in the same field). Requireme...,"Excel,Data analysis,Data,SQL",,,,,,
VoC Data Analyst,Johnson Controls,Bangalore/Bengaluru,Not disclosed,3-6 Yrs,https://www.naukri.com/job-listings-voc-data-analyst-johnson-controls-bangalore-bengaluru-3-to-6-years-180523500875,Are you passionate about utilizing data to understand trends and find root causes to pr...,"Analytics,Customer experience,Data,Google Analytics,Design,Google,Engineering Design,Salesforce",,,,,,
Data Analyst,M K Management Services,Pune(Viman Nagar),3.25-3.5 Lacs PA,0-0 Yrs,https://www.naukri.com/job-listings-data-analyst-m-k-management-services-pune-0-to-0-years-210523000861,fresher contact - Mahesh sir - 9028501709 / 7350395082 awani mam - 9096434407 / 9172433235,"power bi,data analysis,data visualization,data,bi",,,,,,
Required Female Data Analyst - Kolkata - Telecom Company,Excel Hr Services,"Kolkata, West Bengal",9-11 Lacs PA,2-7 Yrs,https://www.naukri.com/job-listings-required-female-data-analyst-kolkata-telecom-company-excel-hr-services-kolkata-west-bengal-2-to-7-years-230523006509,Building and iterating reports (with eventual design collaboration) based around a larg...,"MS Access,Real Time Analysis,Advanced Excel,time,telecom,analysis,real time pcr,microsoft",,,,,,
Urgent Opening - Data Analyst - Work From Office,Talent Sketchers,"Navi Mumbai, Mumbai (All Areas)",Not disclosed,2-7 Yrs,https://www.naukri.com/job-listings-urgent-opening-data-analyst-work-from-office-talent-sketchers-navi-mumbai-mumbai-all-areas-2-to-7-years-220523005172,Suggest & implement ideas to optimize processing time for existing & new dashboards by ...,"SAS,Data Analyst,Statistics,SQL,Python,javascript,office,data",,,,,,
job opportunity For Data Analyst,Talent Sketchers,"Navi Mumbai, Maharashtra, Mumbai (All Areas)",Not disclosed,2-7 Yrs,https://www.naukri.com/job-listings-opportunity-for-data-analyst-talent-sketchers-navi-mumbai-maharashtra-mumbai-all-areas-2-to-7-years-220523004361,Suggest & implement ideas to optimize processing time for existing & new dashboards by ...,"Basic Statistics,SAS,SQL,Python,data analysis,data,basic,statistics",,,,,,
Lab Data Analyst I,ICON plc,"Chennai, Bangalore/Bengaluru",Not disclosed,2-5 Yrs,https://www.naukri.com/job-listings-lab-data-analyst-i-icon-clinical-research-india-private-limited-chennai-bangalore-bengaluru-2-to-5-years-160523502336,Performs additional relevant responsibilities as requested by management. To perform th...,"clinical research,microsoft,clinical trials,project management,process improvement,office,object,process",,,,,,
Data Visualisation Analyst,Ciena,Remote,Not disclosed,2-6 Yrs,https://www.naukri.com/job-listings-data-visualisation-analyst-ciena-india-private-ltd-gurgaon-gurugram-2-to-6-years-230523906438,You must have exposure to a reporting platform understanding of data modelling techniqu...,"Google Looker,Power BI,Tableau,OBIEE,supply,software services,agile,google",,,,,,
Data Analyst,Cardinal Health,Hybrid - Bangalore/Bengaluru,Not disclosed,5-10 Yrs,https://www.naukri.com/job-listings-data-analyst-cardinal-health-bangalore-bengaluru-5-to-10-years-170523009716,Tableau/ Google Cloud certification is a plus Experience architecting and implementing ...,"data visualization,Tableau,SQL,data,alteryx,data analysis",,,,,,
Data Analyst,Friday Media,Bangalore/Bengaluru,Not disclosed,5-10 Yrs,https://www.naukri.com/job-listings-data-analyst-friday-media-tech-india-private-limited-bangalore-bengaluru-5-to-10-years-180523502469,"Bachelor s degree in Computer Science, Statistics, Economics, or equivalent field . At ...","analytics,data analysis,trend,data,marketing,market analysis,sql,analysis",,,,,,
Data Analyst,Plumhq,Bangalore/Bengaluru,Not disclosed,2-3 Yrs,https://www.naukri.com/job-listings-data-analyst-plumhq-bangalore-bengaluru-2-to-3-years-170523501064,The Customer Success Team at Plum relies on a variety of data points to deliver a delig...,"ms office,insurance,collections,project,health,sql,health insurance,analysis",,,,,,
Data Analyst   ( Corporate South Delhi ),FIITJEE,New Delhi(Hauz Khas),Not disclosed,3-5 Yrs,https://www.naukri.com/job-listings-data-analyst-corporate-south-delhi-fiitjee-new-delhi-3-to-5-years-190523005082,Perform ad-hoc data analysis and reporting as required to support business needs,"advanced excel,Data Analysis,microsoft,ms office outlook,office,management,ms access,pivot table",,,,,,
Data Analyst,Pylon Management Consulting,"Hybrid - Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka",10-12 Lacs PA,2-4 Yrs,https://www.naukri.com/job-listings-data-analyst-pylon-management-consulting-chennai-tamil-nadu-bangalore-bengaluru-karnataka-2-to-4-years-180523010677,"Data AnalystWho we are?Kaleidofin is a fintech with a focus on the informal sector, we ...","Power Bi Tableau,python,SQL,tableau,power bi,data modeling,bi,data",,,,,,
Data Analyst @ Hotel Industry,Compass Group,Mumbai,2-5 Lacs PA,2-5 Yrs,https://www.naukri.com/job-listings-data-analyst-hotel-industry-compass-group-mumbai-2-to-5-years-150523000497,"Downloading Data from Systems and Mapping the same as per requirement, coordinating wit...","data,mis,reporting,mis reporting,analysis,data analysis,hotel",,,,,,
Data Analyst,Essenware Private Limted,Mumbai,Not disclosed,1-3 Yrs,https://www.naukri.com/job-listings-data-analyst-essenware-private-limted-mumbai-1-to-3-years-110523500798,"Managing master data, including creation, updates, and deletion.Managing users and user...","data,data analysis,Support Analyst,Data Analyst",,,,,,
Data Analyst,Essenware Private Limted,Hyderabad/Secunderabad,Not disclosed,1-3 Yrs,https://www.naukri.com/job-listings-data-analyst-essenware-private-limted-hyderabad-secunderabad-1-to-3-years-110523500797,"Managing master data, including creation, updates, and deletion.Managing users and user...","data,data analysis,Support Analyst,Data Analyst",,,,,,
Wind Energy Data Analyst | Gurgaon Location | Only Female,ReNew Power,Gurgaon/Gurugram,3-7 Lacs PA,1-4 Yrs,https://www.naukri.com/job-listings-wind-energy-data-analyst-gurgaon-location-only-female-renew-power-gurgaon-gurugram-1-to-4-years-110523008157,Good analytical skill. Good communication skills - . Sound knowledge of MS office manda...,"data analysis,met mast,Data Management,wind,analysis,data,energy,mec",,,,,,
Opportunity To Work with CITI || Data Analyst Role,Citicorp Finance,Hybrid - Chennai,15-27.5 Lacs PA,4-9 Yrs,https://www.naukri.com/job-listings-opportunity-to-work-with-citi-data-analyst-role-citicorp-finance-chennai-4-to-9-years-100523008605,Screen shortlisted candidates should be available for the interview on 19th May'23JOB D...,"Interface DB,Data Analysis,SQL Queries,db,query,sql,data,analysis",,,,,,
Data Analyst,Careernet Technologies,New Delhi,4.25-7.5 Lacs PA,3-6 Yrs,https://www.naukri.com/job-listings-data-analyst-careernet-technologies-new-delhi-3-to-6-years-110523008033,Hands on experience in Power BI & additionally other BI tools also . Financial paramete...,"data analysis,data reporting,data,analysis,reporting",,,,,,
Data Analyst,Husk Power Systems,Patna,5-6 Lacs PA,4-6 Yrs,https://www.naukri.com/job-listings-data-analyst-husk-power-systems-patna-4-to-6-years-291122005789,Proven experience of 4-5 years as a Data Analyst or Business Analyst Experience in data...,"Project Management,Data Analytics,MS Office,People Management,MIS Reporting,microsoft,reporting,data analysis",,,,,,
Data Analyst,Integreon,Mumbai,Not disclosed,0-2 Yrs,https://www.naukri.com/job-listings-data-analyst-integreon-mumbai-0-to-2-years-040722500979,. Work in statistical tools to identify data anomalies or troubleshoot issues . Work wi...,"computer,sql,management,business services,data architecture,process improvement,market research,administration",,,,,,
Data Analyst,Core Minds Tech Solutions,"Greater Noida, Uttar Pradesh",3-4 Lacs PA,18 May - 27 May,https://www.naukri.com/job-listings-data-analyst-core-minds-tech-solutions-greater-noida-uttar-pradesh-2-to-4-years-180523008990,Data analysis # Regular Graduate in any stream Candidate should be Immediate joiner Adv...,"Data Management And Analysis,Data Analysis,Data Analytics,Data Reporting,extraction,sheet,transformation,data mining",,,,,,
Data Analyst (US Shift),Perficient,Remote,8-17 Lacs PA,3-5 Yrs,https://www.naukri.com/job-listings-data-analyst-us-shift-perficient-chennai-tamil-nadu-3-to-5-years-310323008744,Work Time will be 5pm to 3am(US Shift) - Remote Experience as Data Analyst for 3 years ...,"Data analyst,SQL,data analysis,stored procedures,data,join,procedures",,,,,,
Data Analyst,F5,Hyderabad/Secunderabad,Not disclosed,1-3 Yrs,https://www.naukri.com/job-listings-data-analyst-f5-hyderabad-secunderabad-1-to-3-years-190523502094,Experience working with highly unbalanced data (eg commonly found in fraud use cases) a...,"application,python,machine learning,sql,training,web technologies,data analysis,product engineering",,,,,,
Data Analyst,"F5 Networks, Inc",Hyderabad/Secunderabad,Not disclosed,1-4 Yrs,https://www.naukri.com/job-listings-data-analyst-f5-networks-inc-hyderabad-secunderabad-1-to-4-years-190523501516,Experience with building and deploying machine learning models on large-scale dataExper...,"training,machine learning,data science,sql,agile,python,application,data",,,,,,
Data Analyst,Hubbell,Hyderabad/Secunderabad,Not disclosed,2-5 Yrs,https://www.naukri.com/job-listings-data-analyst-hubbell-incorporated-hyderabad-secunderabad-2-to-5-years-190523501024,Bachelors Degree in Education . Contribute to the collection of data from primary and s...,"analytics,data analysis,dbms,data,machinery,ms office,substation,engineering",,,,,,
Data Analyst,F5,Hyderabad/Secunderabad,Not disclosed,1-3 Yrs,https://www.naukri.com/job-listings-data-analyst-volterra-hyderabad-secunderabad-1-to-3-years-190523501016,Experience with building and deploying machine learning models on large-scale dataExper...,"training,machine learning,data science,sql,agile,python,application,data",,,,,,
Data Analyst,Streamsource,Gurgaon/Gurugram,Not disclosed,1-3 Yrs,https://www.naukri.com/job-listings-data-analyst-skeps-gurgaon-gurugram-1-to-3-years-190523500218,Use automated tools to extract data from primary and secondary sources. Work with techn...,"technology,spectrum,automation,technology management,backend,data analysis,data,direct",,,,,,
Data Analyst,H K Jewels,Mumbai (All Areas),4-7 Lacs PA,5-10 Yrs,https://www.naukri.com/job-listings-data-analyst-h-k-jewels-mumbai-all-areas-5-to-10-years-170523608946,"Bachelors degree in a related field (e.g., Statistics, Mathematics, Computer Science) o...","Descriptive Analysis,Power Bi,Business Analytics,Data Visualization,Advanced Excel,analytics,modeling,data analysis",,,,,,
Data Analyst,Siemens Energy,Gurgaon/Gurugram,Not disclosed,3-5 Yrs,https://www.naukri.com/job-listings-data-analyst-siemens-energy-gurgaon-gurugram-3-to-5-years-170523501789,Bachelor s / Master s degree with experience in Economics / Business Intelligence domai...,"assurance,business intelligence,data,information technology,quality,project portfolio management,quality assurance,sap",,,,,,
Data Analyst,H K Jewels,Mumbai (All Areas),4-7 Lacs PA,5-10 Yrs,https://www.naukri.com/job-listings-data-analyst-h-k-jewels-mumbai-all-areas-5-to-10-years-170523008944,"Bachelors degree in a related field (e.g., Statistics, Mathematics, Computer Science) o...","Descriptive Analysis,Power Bi,Business Analytics,Data Visualization,Advanced Excel,data modeling,analytics,data",,,,,,
Data Analyst,Paypal,Hyderabad/Secunderabad,Not disclosed,3-6 Yrs,https://www.naukri.com/job-listings-data-analyst-paypal-holdings-inc-hyderabad-secunderabad-3-to-6-years-120523501219,"Experience working with product and engineering is a plus . Bachelors Degree required, ...","analytics,process,data analysis,payment processing,finance,partnerships,payments,data",,,,,,
Data Analyst I,DUN BRADSTREET INFORMATION SERVICES INDIA PRIVATE LIMITED,Hyderabad/Secunderabad,Not disclosed,3-5 Yrs,https://www.naukri.com/job-listings-data-analyst-i-dun-bradstreet-information-services-india-private-limited-hyderabad-secunderabad-3-to-5-years-100523501443,"Some experience of managing projects . Interest in technology, some experience using da...","project,data,data visualization,data analysis,recruitment,data quality,power bi,sql",,,,,,
Data Analyst,S&P Global Inc.,"Hyderabad/Secunderabad, Gurgaon/Gurugram",Not disclosed,1-4 Yrs,https://www.naukri.com/job-listings-data-analyst-s-p-global-inc-hyderabad-secunderabad-gurgaon-gurugram-1-to-4-years-090523501993,Willing to work in 24*5 environment on rotational shifts . Certification or knowledge /...,"equity,research,process improvement,automation,process,analysis,improvement,data",,,,,,
Data Analyst,Megma Services,Mumbai,Not disclosed,1-6 Yrs,https://www.naukri.com/job-listings-data-analyst-megma-services-mumbai-1-to-6-years-180523910531,"Bachelor degree in IT, computer science, or similarMust possess a minimum of 1+ years o...","Data Analysis,core php,data,core,analysis,laravel,php,cakephp",,,,,,
Data Analyst,Megma Services,Mumbai,Not disclosed,1-6 Yrs,https://www.naukri.com/job-listings-data-analyst-megma-services-mumbai-1-to-6-years-170523906572,"Bachelor degree in IT, computer science, or similar Must possess a minimum of 1+ years ...","Data Analysis,software,analysis,application,microsoft,mis,data,software programming",,,,,,
Data Analyst - Mumbai,Advance Talent Services,Mumbai (All Areas),Not disclosed,4-9 Yrs,https://www.naukri.com/job-listings-data-analyst-mumbai-advance-talent-services-mumbai-all-areas-4-to-9-years-190523010366,Position - Data AnalystLocation - MumbaiResponsibilities:Support the Finance (Asset) Ma...,"Data Analyst,Data Ana,analytics,data analysis,financial analysis,finance,financial analytics,data",,,,,,
Data Analyst,Talent Sketchers,"Navi Mumbai, Maharashtra","50,000-3 Lacs PA",3-6 Yrs,https://www.naukri.com/job-listings-data-analyst-talent-sketchers-navi-mumbai-maharashtra-3-to-6-years-190523004583,Experience:- 3+ Years .,"Java,sas,sql,statistics,data,python,data analysis",,,,,,
Data Analyst,Vantage Circle,Guwahati,Not disclosed,1-2 Yrs,https://www.naukri.com/job-listings-data-analyst-vantage-circle-guwahati-1-to-2-years-180523908015,"- Collect and analyse data from various sources to identify trends, patterns, and insig...","Data Analysis,data,data visualization,excel,data visualizations,sql,analysis,dash",,,,,,
data analyst,Disha Consultants,"Pune, Chennai, Jaipur, Bangalore/Bengaluru",Not disclosed,2-4 Yrs,https://www.naukri.com/job-listings-data-analyst-disha-consultant-pune-chennai-jaipur-bangalore-bengaluru-2-to-4-years-140621501222,Key skills and Experience: Minimum 2 years of Data Analysis experience and SQL query wr...,"analytics,macros,data analysis,data analytics,data,excel,management,data visualization",,,,,,
